0.011,0.018,0.026,0.010,0.024,0.015,0.024,0.022,0.025,0.030,0.008,0.009,0.018,0.019,0.028,0.006,0.023,0.026,0.025,0.013
0.005,0.008,0.017,0.006,0.016,0.004,0.016,0.015,0.016,0.020,0.009,0.008,0.008,0.007,0.019,0.010,0.015,0.016,0.016,0.004
0.017,0.011,0.002,0.020,0.006,0.015,0.005,0.007,0.004,0.004,0.020,0.019,0.011,0.014,0.003,0.023,0.006,0.002,0.004,0.016
0.006,0.012,0.021,0.003,0.019,0.008,0.019,0.018,0.019,0.023,0.003,0.003,0.012,0.012,0.022,0.004,0.018,0.020,0.020,0.007
0.018,0.012,0.003,0.021,0.005,0.015,0.004,0.007,0.004,0.004,0.021,0.020,0.011,0.015,0.003,0.023,0.006,0.004,0.004,0.016
0.010,0.016,0.025,0.008,0.023,0.013,0.024,0.022,0.024,0.028,0.006,0.007,0.017,0.017,0.027,0.004,0.023,0.025,0.024,0.011
0.018,0.011,0.003,0.021,0.005,0.015,0.004,0.007,0.003,0.004,0.021,0.020,0.011,0.015,0.003,0.024,0.005,0.003,0.003,0.016
0.019,0.013,0.003,0.023,0.006,0.017,0.005,0.007,0.004,0.005,0.023,0.022,0.013,0.015,0.004,0.025,0.006,0.004,0.004,0.018
0.017,0.011,0.003,0.021,0.004,0.015,0.003,0.006,0.003,0.006,0.021,0.019,0.011,0.014,0.004,0.023,0.005,0.003,0.003,0.015
0.019,0.013,0.004,0.022,0.007,0.017,0.006,0.009,0.005,0.003,0.022,0.021,0.013,0.016,0.003,0.025,0.007,0.004,0.005,0.018
0.007,0.013,0.022,0.004,0.020,0.010,0.021,0.019,0.021,0.025,0.003,0.004,0.014,0.015,0.024,0.003,0.020,0.021,0.021,0.009
0.007,0.012,0.020,0.007,0.018,0.010,0.018,0.016,0.019,0.024,0.004,0.005,0.012,0.015,0.023,0.005,0.017,0.020,0.019,0.009
0.005,0.011,0.021,0.003,0.018,0.008,0.019,0.017,0.019,0.023,0.003,0.003,0.012,0.013,0.022,0.005,0.018,0.020,0.019,0.007
0.008,0.014,0.023,0.007,0.020,0.011,0.021,0.019,0.021,0.025,0.005,0.006,0.014,0.015,0.024,0.004,0.020,0.022,0.021,0.010
0.019,0.013,0.003,0.022,0.006,0.016,0.005,0.008,0.004,0.004,0.023,0.021,0.012,0.015,0.004,0.025,0.006,0.004,0.004,0.017
0.006,0.012,0.021,0.004,0.019,0.009,0.020,0.018,0.020,0.024,0.004,0.004,0.012,0.013,0.023,0.002,0.019,0.021,0.020,0.008
0.019,0.013,0.004,0.023,0.006,0.017,0.005,0.008,0.005,0.005,0.024,0.022,0.013,0.015,0.004,0.026,0.006,0.005,0.005,0.018
0.019,0.013,0.003,0.022,0.006,0.017,0.005,0.008,0.005,0.004,0.022,0.021,0.012,0.015,0.003,0.025,0.007,0.003,0.004,0.017
0.018,0.012,0.004,0.022,0.007,0.016,0.006,0.009,0.006,0.002,0.022,0.021,0.012,0.015,0.002,0.025,0.008,0.004,0.005,0.017
0.010,0.016,0.024,0.009,0.021,0.014,0.021,0.019,0.022,0.027,0.006,0.007,0.016,0.019,0.026,0.005,0.020,0.023,0.022,0.012
